Unnamed: 0,b_b_mm,h_b_mm,As_d,As_n,L_kr_m,q_ts_m,def,target
185786,250,555,16,3,1.5,2.22,0.047,1
185789,350,395,16,1,3.3,0.72,0.303,1
185792,225,460,16,2,3.9,0.91,0.237,1
185797,480,420,12,3,3.9,2.42,0.782,1
185798,390,380,20,1,3.0,1.47,0.352,1
185807,405,360,20,2,3.6,1.18,0.224,1
185812,145,545,20,3,5.7,0.66,0.154,1
185814,490,535,16,3,2.1,2.24,0.094,1
185822,160,570,14,2,1.5,2.38,0.094,1
185826,165,480,12,3,2.7,0.96,0.135,1
185827,185,375,18,1,2.1,1.92,0.287,1
185844,295,500,14,2,3.6,0.63,0.161,1
185845,180,500,14,3,2.1,1.1,0.067,1
185849,485,600,20,2,1.7999999999999998,0.75,0.02,1
185871,230,440,18,2,3.9,1.57,0.348,1
185878,395,485,16,3,6.0,1.49,0.572,1
185886,190,475,18,2,4.8,1.29,0.404,1
185888,230,540,12,1,2.1,1.43,0.305,1
185898,215,400,14,3,1.7999999999999998,0.8,0.046,1
185915,415,525,16,2,1.5,1.7,0.055,1
185920,195,485,16,2,2.1,0.78,0.056,1
185939,400,470,18,3,2.4,0.9,0.046,1
185942,440,455,18,3,6.0,1.68,0.556,1
185944,235,520,12,2,1.5,2.17,0.125,1
185945,480,585,16,3,2.1,1.8,0.068,1
185947,295,445,14,1,0.8999999999999999,0.51,0.018,1
185950,460,355,16,1,2.7,0.71,0.224,1
185955,420,465,14,1,3.6,0.99,0.536,1
185957,415,370,18,2,3.6,2.3,0.509,1
185958,465,595,20,2,5.7,0.9,0.241,1
185967,245,530,20,1,1.2,1.95,0.052,1
185968,260,440,20,3,5.1,1.86,0.407,1
185974,235,450,14,3,5.4,1.58,0.704,1
185987,460,495,20,3,3.3,2.01,0.151,1
185988,450,365,16,1,1.7999999999999998,1.84,0.25,1
186000,395,505,12,3,5.4,1.33,0.68,1
186011,495,465,14,3,3.3,0.97,0.15,1
186017,145,420,20,1,3.3,2.32,0.634,1
186020,435,390,12,2,3.3,2.39,0.891,1
186026,295,520,20,1,3.3,0.65,0.134,1
186029,370,530,14,3,5.1,1.3,0.421,1
186032,285,360,18,1,2.7,2.01,0.508,1
186043,185,385,20,3,1.5,1.82,0.044,1
186045,205,505,16,3,3.0,0.51,0.049,1
186066,390,355,12,3,2.1,0.61,0.069,1
186068,230,525,20,1,4.2,0.81,0.27,1
186074,245,370,16,2,3.3,1.44,0.342,1
186076,360,435,16,1,3.0,2.05,0.643,1
186079,390,395,14,3,3.3,1.86,0.347,1
186095,325,525,14,2,5.4,0.82,0.447,1
186096,485,545,14,2,0.8999999999999999,1.48,0.021,1
186101,410,455,18,2,1.2,0.73,0.014,1
186105,190,515,16,1,0.8999999999999999,2.26,0.054,1
186113,415,475,18,1,3.9,1.37,0.526,1
186115,355,400,16,2,2.1,0.61,0.053,1
186121,465,590,20,2,5.7,2.43,0.657,1
186122,305,570,18,3,4.5,1.34,0.198,1
186135,170,355,18,3,3.0,0.64,0.082,1
186136,260,455,20,2,5.4,1.88,0.633,1
186142,465,355,16,3,2.7,1.12,0.123,1
186145,325,525,18,3,1.2,2.18,0.025,1
186151,420,420,14,2,3.9,2.29,0.822,1
186157,385,570,20,1,3.3,1.14,0.211,1
186159,240,495,20,3,3.0,2.39,0.159,1
186162,385,385,20,1,3.9,1.55,0.617,1
186164,360,535,16,1,5.7,0.95,0.861,1
186180,275,590,12,2,3.9,1.36,0.461,1
186181,420,445,14,3,3.6,1.61,0.313,1
186184,270,390,16,3,6.0,0.56,0.283,1
186185,465,400,16,2,0.8999999999999999,1.47,0.023,1
186186,290,595,18,3,5.4,2.37,0.483,1
186190,445,445,18,3,1.5,1.37,0.029,1
186191,290,430,14,3,3.6,2.0,0.411,1
186198,355,580,16,3,5.4,1.36,0.35,1
186199,205,565,16,1,2.1,1.36,0.16,1
186201,385,520,16,1,4.8,1.28,0.847,1
186206,200,375,18,2,6.0,0.73,0.47,1
186219,495,385,14,1,1.5,0.66,0.076,1
186224,500,540,12,3,5.4,0.53,0.251,1
186229,350,490,20,1,0.8999999999999999,0.83,0.014,1
186230,245,420,18,2,0.8999999999999999,0.98,0.012,1
186234,400,480,12,2,0.8999999999999999,1.0,0.022,1
186235,230,400,18,2,1.7999999999999998,2.46,0.13,1
186244,265,580,16,1,2.1,0.79,0.09,1
186248,400,415,14,1,0.8999999999999999,1.46,0.056,1
186252,255,385,20,3,5.7,0.57,0.185,1
186253,190,385,12,1,2.1,2.35,0.721,1
186272,485,540,20,3,4.5,1.03,0.13,1
186289,370,445,12,3,3.0,0.69,0.125,1
186290,235,485,18,2,2.1,1.41,0.081,1
186293,290,555,14,2,1.2,0.85,0.022,1
186303,425,540,16,2,0.8999999999999999,1.19,0.013,1
186315,280,530,16,2,5.1,0.87,0.328,1
186321,325,515,14,3,4.8,0.52,0.155,1
186326,330,430,14,1,2.1,1.71,0.344,1
186330,435,515,14,3,4.2,1.49,0.336,1
186332,170,445,20,1,2.7,1.79,0.302,1
186341,210,495,16,1,1.7999999999999998,2.36,0.235,1
186346,310,495,12,3,1.7999999999999998,1.52,0.089,1
186349,355,545,20,3,3.3,1.46,0.1,1
186357,485,360,18,3,0.8999999999999999,2.35,0.023,1
186359,390,580,18,2,1.7999999999999998,2.47,0.083,1
186360,230,530,14,1,3.3,2.18,0.872,1
186364,435,505,12,3,5.4,1.13,0.576,1
186368,230,415,16,2,4.8,1.06,0.47,1
186380,185,585,20,2,3.9,1.11,0.15,1
186386,490,425,12,3,2.4,1.13,0.136,1
186388,410,435,14,2,3.3,1.0,0.248,1
186390,275,505,12,3,4.2,2.21,0.692,1
186396,405,425,20,1,3.9,1.31,0.467,1
186404,290,430,20,1,3.6,2.27,0.688,1
186405,400,585,18,2,4.5,2.4,0.5,1
186412,445,415,12,3,1.5,1.15,0.056,1
186419,365,460,14,3,0.8999999999999999,1.52,0.018,1
186428,365,530,18,2,4.8,0.99,0.262,1
186445,420,470,12,3,2.7,1.6,0.22,1
186450,225,445,12,3,5.7,0.68,0.454,1
186454,415,480,20,2,2.1,1.95,0.09,1
186460,375,505,18,3,3.9,2.05,0.257,1
186463,215,510,16,3,4.8,1.08,0.262,1
186465,310,585,18,2,5.1,0.7,0.189,1
186466,500,525,16,1,4.2,1.09,0.545,1
186475,420,510,18,1,3.6,1.8,0.546,1
186477,255,425,12,2,2.4,1.29,0.235,1
186487,160,460,18,2,3.3,0.89,0.139,1
186493,480,480,12,3,3.0,1.81,0.3,1
186495,375,370,12,2,1.5,1.49,0.122,1
186497,260,420,14,3,3.0,2.24,0.331,1
186503,240,415,16,3,3.6,0.81,0.139,1
186514,270,535,16,3,4.5,1.55,0.307,1
186516,220,445,14,3,1.2,2.1,0.047,1
186535,380,505,16,1,2.1,0.86,0.112,1
186538,300,440,20,3,4.8,1.33,0.253,1
186541,235,385,20,2,2.1,0.62,0.039,1
186542,315,420,20,3,2.4,2.3,0.115,1
186552,490,510,12,3,1.2,1.29,0.032,1
186573,285,465,20,1,3.6,2.35,0.653,1
186582,455,570,18,1,4.2,0.73,0.267,1
186586,255,600,20,1,1.7999999999999998,0.98,0.052,1
186589,185,580,16,2,1.7999999999999998,1.2,0.052,1
186592,265,580,18,2,4.2,0.93,0.173,1
186599,310,595,12,3,3.0,1.81,0.242,1
186600,380,360,20,2,2.4,2.22,0.188,1
186604,240,525,16,3,1.5,1.61,0.037,1
186605,180,385,20,2,4.2,0.96,0.251,1
186631,390,520,20,1,1.7999999999999998,0.75,0.046,1
186641,435,395,20,2,3.9,1.51,0.3,1
186643,275,580,18,1,3.0,1.56,0.289,1
186645,410,545,14,3,4.2,0.64,0.136,1
186647,430,445,14,3,5.4,2.07,0.904,1
186650,265,420,16,3,3.3,0.61,0.086,1
186655,470,445,14,1,3.3,0.75,0.357,1
186661,485,470,18,1,1.7999999999999998,1.37,0.113,1
186671,400,545,12,2,2.4,1.1,0.152,1
186673,380,505,18,3,3.0,1.05,0.078,1
186674,325,420,16,2,1.5,1.5,0.063,1
186677,210,480,12,1,1.2,2.49,0.197,1
186680,455,430,20,3,4.5,1.32,0.217,1
186686,245,515,20,1,1.5,1.76,0.076,1
186692,470,505,18,2,5.7,1.69,0.659,1
186695,165,575,14,2,3.6,1.03,0.233,1
186713,155,430,20,3,3.6,1.35,0.17,1
186714,320,355,20,3,4.5,0.97,0.209,1
186718,250,595,14,3,4.8,2.22,0.572,1
186723,365,480,20,1,1.2,0.83,0.024,1
186726,435,530,18,2,5.7,2.32,0.86,1
186727,300,490,16,3,6.0,1.27,0.49,1
186741,190,550,12,1,3.9,1.09,0.79,1
186752,205,525,20,2,2.4,2.33,0.134,1
186772,465,450,20,1,4.2,1.87,0.722,1
186775,325,415,16,3,3.9,0.74,0.145,1
186794,315,535,12,3,3.0,2.32,0.347,1
186799,225,470,12,3,2.7,2.16,0.305,1
186808,360,520,14,2,6.0,0.73,0.495,1
186817,400,580,12,2,5.1,0.81,0.475,1
186818,185,450,20,1,1.2,1.15,0.038,1
186821,340,560,16,3,2.4,2.48,0.131,1
186838,390,500,20,3,5.7,1.24,0.278,1
186839,380,490,20,1,1.5,2.03,0.092,1
186845,370,520,12,2,5.4,1.03,0.76,1
186851,175,430,20,2,4.8,2.0,0.598,1
186852,305,365,20,1,2.1,0.76,0.094,1
186856,225,515,18,2,4.5,0.55,0.136,1
186865,405,420,16,2,2.7,0.67,0.09,1
186869,405,385,20,3,2.4,1.87,0.101,1
186872,195,415,16,3,5.1,1.08,0.381,1
186875,150,585,20,1,1.2,1.65,0.041,1
186880,475,415,20,3,6.0,1.76,0.534,1
186881,335,480,20,3,2.7,0.69,0.037,1
186882,200,475,20,3,5.1,0.86,0.179,1
186891,150,590,18,3,4.2,0.6,0.08,1
186894,395,440,20,1,2.1,2.01,0.2,1
186895,430,455,16,3,4.8,0.72,0.189,1
186896,490,505,16,3,4.2,1.24,0.221,1
186902,465,500,20,3,3.6,1.8,0.159,1
186903,350,400,20,1,4.8,1.18,0.685,1
186917,295,475,20,3,6.0,0.69,0.187,1
186919,235,520,14,1,1.7999999999999998,1.05,0.127,1
186926,475,515,16,1,5.1,0.81,0.61,1
186943,195,515,20,2,4.2,2.38,0.432,1
186947,175,440,12,1,2.4,1.73,0.603,1
186949,205,525,20,2,4.5,1.63,0.33,1
186965,270,355,18,3,2.4,1.73,0.129,1
186968,175,440,12,1,1.5,1.99,0.271,1
186984,205,580,20,3,5.7,0.68,0.137,1
186995,270,465,18,1,1.5,1.66,0.098,1
187007,145,440,12,1,2.7,2.01,0.891,1
187013,360,495,12,1,4.2,0.54,0.503,1
187032,160,515,18,3,5.1,1.61,0.372,1
187033,425,485,20,1,2.7,0.59,0.087,1
187041,245,505,12,1,2.1,2.15,0.493,1
187042,325,585,18,2,5.7,0.67,0.226,1
187043,265,500,20,2,4.2,2.32,0.423,1
187045,475,495,12,3,4.2,0.92,0.289,1
187055,400,370,20,2,5.4,1.34,0.554,1
187057,160,420,18,1,3.9,1.99,0.909,1
187062,180,380,12,3,4.5,1.23,0.62,1
187065,340,435,16,1,3.6,1.42,0.642,1
187067,305,385,16,1,1.7999999999999998,0.73,0.095,1
187072,435,510,16,1,3.3,0.67,0.214,1
187075,320,420,18,1,3.3,1.47,0.466,1
187093,265,375,14,1,5.7,0.54,0.931,1
187100,150,510,14,1,5.7,0.58,0.729,1
187107,355,450,14,2,4.8,1.68,0.852,1
187115,485,445,12,3,2.1,2.43,0.214,1
187119,350,435,14,3,4.2,0.76,0.208,1
187120,185,540,16,3,2.7,2.08,0.152,1
187123,255,540,14,2,6.0,1.35,0.889,1
187124,170,470,16,2,1.5,2.49,0.096,1
187125,395,495,20,3,1.7999999999999998,0.84,0.019,1
187126,420,370,20,1,3.0,1.27,0.312,1
187128,460,505,20,2,6.0,2.18,0.775,1
187133,345,360,20,3,4.5,0.54,0.113,1
187136,265,445,20,2,5.4,2.02,0.697,1
187145,315,435,18,2,2.4,2.09,0.174,1
187148,295,450,18,3,2.4,1.39,0.077,1
187152,450,530,20,1,3.3,1.72,0.343,1
187153,325,470,20,1,2.1,1.17,0.109,1
187160,465,470,16,1,2.7,1.26,0.293,1
187164,435,560,16,2,5.7,0.7,0.306,1
187165,180,510,16,2,4.5,0.54,0.169,1
187167,270,365,18,1,1.2,1.36,0.067,1
187170,280,530,16,3,1.7999999999999998,2.36,0.075,1
187172,315,585,18,3,2.4,2.16,0.088,1
187193,460,445,14,2,4.5,1.93,0.865,1
187202,330,455,14,1,1.5,1.15,0.111,1
187203,190,600,20,3,3.9,1.38,0.127,1
187205,325,465,20,1,3.0,0.88,0.169,1
187208,465,435,20,3,6.0,1.35,0.388,1
187209,145,480,14,3,1.7999999999999998,2.23,0.107,1
187216,240,490,14,2,2.4,2.28,0.268,1
187219,415,450,14,1,2.7,2.29,0.722,1
187221,145,445,12,2,4.8,0.62,0.441,1
187222,475,415,18,1,2.4,1.46,0.245,1
187229,295,465,12,1,1.2,1.9,0.155,1
187234,140,480,20,3,1.5,0.76,0.015,1
187242,405,595,12,2,3.3,1.79,0.428,1
187244,215,580,12,1,3.6,1.07,0.624,1
187252,350,505,18,3,2.4,1.23,0.059,1
187263,460,375,16,3,3.6,1.83,0.335,1
187265,305,500,16,2,5.4,0.86,0.386,1
187272,350,390,12,1,3.0,1.31,0.801,1
187278,305,450,20,1,3.6,0.75,0.216,1
187295,150,560,16,1,1.5,0.81,0.05,1
187321,425,400,20,2,2.1,1.83,0.104,1
187323,450,590,20,1,2.7,0.57,0.068,1
187324,395,470,12,2,3.3,1.8,0.551,1
187327,245,495,16,1,2.4,2.32,0.409,1
187340,490,375,16,1,1.5,0.95,0.087,1
187342,270,550,20,2,4.2,2.18,0.356,1
187345,390,475,12,3,2.1,1.68,0.139,1
187346,200,515,18,1,1.2,1.77,0.06,1
187349,365,440,12,3,3.6,1.32,0.348,1
187350,390,510,18,3,1.7999999999999998,0.95,0.025,1
187358,145,530,16,1,2.7,0.94,0.198,1
187361,480,560,12,2,5.4,0.58,0.394,1
187363,385,460,14,2,1.7999999999999998,1.25,0.087,1
187364,165,405,12,2,1.2,1.68,0.082,1
187367,325,415,14,1,3.6,0.57,0.35,1
187380,450,495,16,3,3.3,1.56,0.176,1
187387,460,390,20,3,1.7999999999999998,1.34,0.039,1
187388,335,455,18,1,3.0,2.26,0.541,1
187390,225,580,16,3,5.1,1.77,0.417,1
187392,300,520,20,2,3.9,0.69,0.103,1
187404,170,595,20,3,5.4,1.93,0.349,1
187406,500,515,16,3,2.1,1.52,0.066,1
187409,380,530,20,1,4.5,0.93,0.347,1
187410,500,360,18,2,2.1,1.54,0.118,1
187413,425,425,12,2,3.0,2.16,0.608,1
187422,200,510,20,2,4.5,1.2,0.252,1
187427,215,555,20,2,2.1,2.0,0.082,1
187437,355,520,14,2,3.9,2.05,0.588,1
187438,460,485,14,2,5.4,1.42,0.836,1
187439,195,355,18,2,3.6,1.01,0.251,1
187441,500,360,16,2,6.0,0.52,0.405,1
187449,345,385,12,2,4.8,0.6,0.483,1
187460,330,510,16,2,3.9,0.71,0.162,1
187462,150,445,16,3,3.3,0.72,0.102,1
187475,355,445,16,2,2.7,2.43,0.308,1
187476,300,530,20,2,3.0,0.57,0.049,1
187482,215,560,12,1,2.4,2.36,0.635,1
187486,320,400,18,1,3.0,0.64,0.177,1
187491,245,430,12,1,2.4,0.91,0.323,1
187508,200,385,20,3,2.7,1.04,0.08,1
187510,370,590,16,1,4.2,1.9,0.843,1
187516,245,470,20,2,3.0,1.36,0.137,1
187519,445,385,18,3,5.4,0.81,0.263,1
187526,315,475,16,3,4.5,1.38,0.309,1
187533,240,460,16,1,4.5,1.36,0.913,1
187543,435,420,14,1,1.2,2.07,0.139,1
187545,385,575,16,2,5.7,1.01,0.43,1
187552,405,395,18,2,2.4,1.77,0.162,1
187557,425,535,20,3,3.6,1.89,0.155,1
187558,480,465,18,3,3.3,0.68,0.066,1
187566,160,365,12,1,2.7,0.99,0.535,1
187570,285,425,18,2,3.0,1.8,0.242,1
187572,155,545,14,1,2.7,1.38,0.362,1
187586,345,460,16,2,1.5,2.19,0.083,1
187587,155,590,18,3,5.1,0.57,0.112,1
187588,170,590,14,3,1.5,0.53,0.014,1
187594,185,425,20,3,2.1,1.64,0.068,1
187596,480,520,14,2,2.1,2.33,0.192,1
187599,420,450,16,3,3.0,1.02,0.106,1
187605,185,495,20,3,4.2,1.61,0.219,1
187619,235,360,18,3,5.1,1.46,0.494,1
187624,240,515,14,3,1.7999999999999998,2.23,0.095,1
187629,350,395,20,3,1.2,1.46,0.019,1
187634,200,490,14,2,1.5,2.13,0.098,1
187644,355,390,20,2,1.7999999999999998,1.17,0.051,1
187646,455,475,16,2,3.0,0.88,0.127,1
187657,250,580,20,1,3.3,1.97,0.363,1
187659,270,455,16,1,0.8999999999999999,0.56,0.015,1
187665,150,590,18,3,4.5,1.03,0.158,1
187669,470,520,12,3,4.8,0.54,0.211,1
187676,210,470,20,3,4.2,2.03,0.287,1
187678,230,555,18,2,3.0,0.52,0.052,1
187689,195,425,16,1,1.7999999999999998,0.91,0.107,1
187690,160,400,18,3,1.5,0.88,0.024,1
187693,445,485,18,2,2.4,2.0,0.145,1
187696,455,525,14,3,5.7,0.72,0.292,1
187707,485,400,20,3,3.6,0.94,0.107,1
187708,430,600,18,1,4.5,1.9,0.756,1
187713,405,555,20,3,5.4,0.96,0.171,1
187716,395,380,16,1,3.6,1.83,0.955,1
187717,305,375,20,2,2.1,1.76,0.111,1
187723,400,515,12,1,2.1,1.0,0.223,1
187746,295,365,20,1,2.4,1.29,0.209,1
187748,400,590,20,2,3.6,2.38,0.258,1
187754,360,355,14,3,4.8,2.01,0.898,1
187759,350,500,14,3,3.0,0.56,0.067,1
187774,330,430,14,1,3.0,2.38,0.976,1
187780,300,395,20,3,0.8999999999999999,1.67,0.013,1
187785,335,525,16,1,1.2,0.79,0.032,1
187803,470,445,14,3,1.7999999999999998,0.68,0.033,1
187805,365,445,14,2,2.7,2.42,0.393,1
187807,205,455,18,1,2.7,2.09,0.413,1
187811,290,590,18,1,1.2,1.42,0.041,1
187816,360,590,18,1,1.5,1.48,0.067,1
187831,290,470,14,1,1.5,1.16,0.108,1
187839,200,590,16,2,1.5,1.81,0.053,1
187843,415,375,14,3,3.0,2.46,0.401,1
187846,335,530,20,2,5.1,1.99,0.492,1
187850,495,420,18,2,1.5,0.54,0.018,1
187855,240,445,20,2,5.4,1.52,0.529,1
187856,320,495,16,2,5.1,1.63,0.658,1
187862,180,565,14,1,3.3,1.54,0.578,1
187864,300,495,14,3,4.2,1.5,0.358,1
187872,500,525,16,3,4.2,1.72,0.294,1
187879,310,575,16,2,3.0,2.09,0.248,1
187884,500,470,20,1,0.8999999999999999,1.63,0.028,1
187887,300,465,20,2,4.8,2.48,0.635,1
187894,310,390,12,1,2.1,1.09,0.327,1
187905,445,450,18,1,0.8999999999999999,1.29,0.028,1
187906,345,360,18,3,3.3,2.21,0.297,1
187912,165,565,12,2,2.7,1.74,0.3,1
187914,460,495,12,3,4.5,1.84,0.665,1
187917,460,430,16,1,3.6,1.22,0.555,1
187926,365,460,16,1,4.2,1.7,0.983,1
187931,270,400,18,3,4.5,2.05,0.464,1
187936,175,370,14,3,2.1,1.67,0.145,1
187944,295,460,12,1,3.6,0.89,0.659,1
187946,245,455,14,3,4.5,1.23,0.375,1
187948,260,425,20,1,5.4,0.83,0.576,1
187950,375,510,16,3,1.7999999999999998,1.49,0.049,1
187962,255,550,16,3,2.4,2.38,0.131,1
187963,160,570,16,1,3.0,1.18,0.283,1
187964,150,520,18,1,1.5,2.44,0.13,1
187970,155,490,14,1,2.4,0.67,0.156,1
187971,255,485,14,1,3.3,1.05,0.46,1
187979,335,575,12,2,1.5,1.83,0.094,1
187981,390,595,18,1,1.2,1.25,0.036,1
187984,460,400,20,3,5.7,0.96,0.275,1
187989,495,480,20,3,2.4,1.08,0.044,1
187996,390,445,20,2,2.4,1.74,0.115,1
187998,235,455,20,3,5.7,2.48,0.661,1
188001,390,560,16,3,2.4,1.84,0.097,1
188002,430,370,20,2,5.1,2.33,0.855,1
188007,370,465,18,2,1.2,1.5,0.029,1
188010,260,600,16,1,3.3,1.46,0.395,1
188014,450,370,16,3,1.7999999999999998,1.0,0.046,1
188021,490,530,20,1,4.2,0.58,0.187,1
188022,220,595,12,2,3.3,2.04,0.493,1
188030,250,425,18,2,1.5,2.12,0.072,1
188033,325,590,18,2,0.8999999999999999,1.21,0.01,1
188036,170,555,12,3,4.2,2.44,0.706,1
188047,460,555,20,3,4.8,2.49,0.347,1
188053,170,450,14,1,2.1,2.35,0.457,1
188074,160,590,20,3,4.2,0.78,0.087,1
188084,345,440,16,1,5.1,0.58,0.52,1
188087,160,365,14,3,0.8999999999999999,0.61,0.01,1
188096,335,575,14,2,4.2,1.07,0.32,1
188097,495,575,16,3,2.4,2.34,0.118,1
188114,370,535,16,2,1.2,1.09,0.022,1
188115,325,590,18,3,4.5,1.89,0.268,1
188119,160,590,14,2,4.2,0.68,0.203,1
188121,345,410,14,3,3.9,1.21,0.305,1
188136,210,585,12,2,4.8,1.3,0.678,1
188137,425,570,16,1,1.2,1.45,0.054,1
188140,360,540,18,3,5.4,0.79,0.177,1
188149,250,365,20,1,2.4,2.48,0.406,1
188153,170,490,14,3,5.4,1.77,0.736,1
188165,180,510,18,3,3.3,1.44,0.138,1
188169,145,590,12,3,3.9,1.18,0.278,1
188170,250,395,12,3,2.4,1.13,0.152,1
188174,155,590,20,3,4.5,1.71,0.221,1
188180,430,370,16,3,4.2,2.44,0.619,1
188190,385,500,12,2,2.4,1.1,0.167,1
188195,490,555,16,2,4.8,0.71,0.221,1
188197,260,495,16,1,1.5,0.52,0.036,1
188198,215,480,20,2,3.6,1.53,0.219,1
188200,405,510,20,1,1.2,1.99,0.055,1
188205,330,575,16,1,3.0,1.29,0.3,1
188215,440,500,18,1,4.8,1.34,0.737,1
188220,460,480,12,3,1.5,0.56,0.023,1
188221,195,480,14,2,3.3,2.38,0.545,1
188238,385,445,16,3,3.3,0.88,0.113,1
188248,470,355,14,2,2.1,0.53,0.066,1
188260,410,535,12,2,1.5,1.95,0.107,1
188271,270,420,18,1,2.7,1.51,0.322,1
188272,405,555,16,3,3.9,0.96,0.134,1
188279,470,525,14,2,1.5,2.2,0.092,1
188280,175,370,12,1,1.7999999999999998,2.46,0.58,1
188283,375,560,14,1,4.2,1.37,0.831,1
188289,470,570,16,2,5.7,1.13,0.483,1
188304,290,490,20,2,2.4,2.25,0.136,1
188316,350,445,16,2,2.7,2.24,0.284,1
188318,225,480,20,2,5.4,1.6,0.513,1
188319,265,550,14,2,2.7,1.36,0.177,1
188323,415,565,16,3,1.2,1.41,0.018,1
188327,365,495,12,3,3.9,2.35,0.642,1
188330,165,455,14,2,3.3,0.68,0.167,1
188335,320,595,14,2,3.9,1.77,0.441,1
188342,460,595,20,3,2.1,1.79,0.044,1
188343,215,385,16,1,2.4,1.11,0.258,1
188345,425,365,16,1,2.1,1.44,0.267,1
188346,275,485,14,2,2.4,2.06,0.243,1
188350,500,590,12,1,3.0,0.8,0.316,1
188353,445,595,16,2,3.9,2.18,0.417,1
188355,365,470,20,1,5.4,1.44,0.883,1
188360,300,470,14,3,3.6,0.62,0.115,1
188367,435,525,14,2,4.8,1.97,0.843,1
188368,370,395,18,2,2.7,0.95,0.111,1
188377,175,385,12,1,2.1,1.34,0.413,1
188382,215,355,14,3,0.8999999999999999,1.1,0.018,1
188388,490,550,20,1,3.0,1.74,0.276,1
188393,255,465,20,2,4.8,0.72,0.187,1
188396,385,475,18,2,1.5,1.98,0.058,1
188399,385,385,12,2,0.8999999999999999,1.21,0.034,1
188404,170,540,20,3,3.0,1.86,0.117,1
188412,340,585,14,1,2.4,1.18,0.224,1
188414,305,550,12,3,4.8,2.3,0.855,1
188429,320,600,14,2,4.2,1.64,0.469,1
188434,460,560,14,3,3.9,2.19,0.388,1
188437,415,555,20,2,3.9,1.2,0.163,1
188450,360,370,16,2,5.4,0.79,0.491,1
188452,300,545,12,2,3.6,1.22,0.382,1
188453,195,430,18,3,5.4,1.96,0.613,1
188456,215,430,14,3,3.9,0.79,0.195,1
188466,255,355,20,3,4.5,0.7,0.157,1
188467,435,475,12,1,2.1,1.92,0.466,1
188469,305,430,20,2,5.7,2.06,0.814,1
188478,345,380,18,3,2.1,1.13,0.058,1
188480,395,550,12,3,3.9,1.14,0.278,1
188481,260,545,14,3,0.8999999999999999,1.59,0.016,1
188488,350,445,12,3,2.1,1.5,0.133,1
188489,195,560,20,3,5.1,1.51,0.257,1
188493,445,510,20,3,5.7,0.91,0.197,1
188510,185,375,16,3,4.2,0.91,0.248,1
188511,240,480,20,2,3.6,2.15,0.305,1
188531,255,425,20,2,3.0,0.51,0.058,1
188532,330,375,16,1,3.3,1.39,0.621,1
188551,315,455,20,3,2.7,1.18,0.068,1
188558,475,590,18,2,4.5,1.57,0.322,1
188563,405,510,12,1,2.7,1.02,0.38,1
188565,275,510,20,2,1.7999999999999998,1.82,0.059,1
188572,280,405,18,1,4.2,1.39,0.746,1
188585,445,565,18,3,2.7,1.65,0.087,1
188586,500,405,12,3,1.2,1.85,0.059,1
188590,385,555,20,2,2.4,1.72,0.089,1
188593,150,520,14,3,2.7,2.31,0.227,1
188601,405,505,16,1,4.8,1.2,0.819,1
188602,230,480,18,3,6.0,1.59,0.524,1
188610,375,390,20,2,3.3,0.63,0.092,1
188611,405,570,14,2,0.8999999999999999,2.26,0.031,1
188625,215,525,12,3,1.5,0.52,0.02,1
188636,480,480,14,3,1.7999999999999998,2.05,0.091,1
188637,380,400,20,2,1.5,1.74,0.051,1
188643,340,455,20,2,4.5,1.06,0.243,1
188648,290,595,16,1,1.5,1.54,0.087,1
188650,260,355,16,3,3.0,0.72,0.102,1
188651,400,405,18,2,2.7,2.03,0.229,1
188660,305,555,20,1,1.2,0.52,0.013,1
188687,235,435,12,3,3.6,0.77,0.21,1
188688,285,495,20,2,4.8,0.74,0.177,1
188689,485,370,20,2,2.1,2.03,0.125,1
188704,470,455,12,1,1.5,1.77,0.229,1
188706,495,355,12,3,3.3,2.33,0.646,1
188707,325,430,18,3,2.7,0.62,0.045,1
188719,370,535,14,1,0.8999999999999999,0.76,0.022,1
188720,200,380,20,1,2.4,0.9,0.143,1
188722,290,540,20,3,2.7,1.98,0.094,1
188723,360,510,18,3,5.7,1.32,0.351,1
188726,310,385,18,2,3.9,2.03,0.513,1
188729,370,365,18,2,2.7,1.89,0.241,1
188733,400,580,12,2,3.6,1.35,0.394,1
188734,340,590,12,1,2.4,1.71,0.433,1
188739,320,540,18,2,2.4,2.12,0.138,1
188740,360,450,16,3,1.7999999999999998,1.14,0.043,1
188750,485,415,18,2,3.6,1.68,0.324,1
188758,225,470,18,3,5.4,1.97,0.541,1
188762,425,480,16,3,4.8,1.94,0.481,1
188780,195,440,18,1,3.9,0.58,0.249,1
188793,345,490,20,3,3.6,1.45,0.134,1
188795,410,580,18,3,1.2,2.31,0.023,1
188802,275,370,20,2,4.5,1.3,0.387,1
188804,435,530,20,3,3.3,1.98,0.138,1
188808,330,505,16,1,3.9,1.15,0.52,1
188816,420,560,18,1,2.1,0.82,0.076,1
188835,215,415,20,2,2.4,0.66,0.05,1
188836,495,490,20,1,2.1,1.28,0.113,1
188841,415,505,20,2,4.5,1.04,0.209,1
188844,470,565,20,2,2.1,1.0,0.038,1
188850,195,535,16,2,0.8999999999999999,0.89,0.011,1
188851,230,495,14,3,1.7999999999999998,1.8,0.08,1
188852,160,580,12,1,1.2,1.55,0.101,1
188856,320,530,18,3,1.2,0.89,0.01,1
188859,290,430,18,1,1.5,1.18,0.076,1
